4.153954034146691704e-02,2.391781849122497139e+00
-6.832212598290892114e-01,-4.983688109139967626e-01
-6.957718076678567343e-01,1.448119904858607698e-01
1.372454127831600201e-01,5.486271862012385148e-01
1.333896013864476426e+00,4.994845358703355331e-01
-4.623806361927981778e-01,1.374399301078982116e+00
2.991916417040817525e-02,-1.693400464257536875e+00
2.984751553457465345e-01,-4.200173163784636787e-01
5.597250846884938014e-01,-2.891360478161376091e-01
1.405528185467740609e+00,-4.919270134390547194e-02
-1.710409040628614541e+00,6.578740546665522437e-01
-1.095723016327632138e+00,3.815533010440042005e-01
1.017213461297301391e+00,2.339652494444088293e-01
-2.180048156684429306e-01,3.760147903635484012e-01
-6.874745626397624765e-01,1.983458541970185840e-01
6.178278151883073166e-01,-4.640464350466608212e-01
-1.187251483625731963e+00,9.985609795816923207e-01
1.302473596635216779e+00,3.946006896336870517e-01
1.193804630014949186e+00,-1.201807001018291077e+00
-1.989815309268361032e+00,9.937026814910675521e-01
-8.547837398161002298e-01,5.243001538837054332e-01
-1.847299207634461204e+00,-2.776685322808115641e-01
-1.228793385436143470e+00,1.903285587224748943e-01
-1.310418012092727513e-01,1.044418294457302832e+00
-2.018623268950825000e+00,-1.013417266845775044e+00
3.254544567543568023e-01,-7.941714605821288409e-01
2.153718799782714743e+00,7.576858141120333956e-01
1.862048421585174585e-01,1.541073934969497128e-01
-4.652810994971817160e-01,9.805157879823794831e-01
7.908813628295692233e-01,9.199565082106485603e-01
-1.432808884003277994e+00,-1.337741133544950500e+00
1.875609334941469586e-01,8.120772136478199288e-01
-2.868909647967553544e-01,1.168628919265385230e-01
1.616465603862536016e+00,-2.055044211250161845e-01
-3.022486229729347551e-01,-4.776784509532441825e-01
-1.367886610211309195e+00,-1.711910133217307561e-01
-1.615914169935292577e+00,-1.207025914401828937e+00
-1.335213350702838253e-01,-1.034841856781712144e+00
1.741440483279451112e-01,-1.310416486490486587e+00
7.168791174996065330e-01,-9.121791539127561688e-01
1.976091617384386323e+00,8.267003440585384277e-01
-1.247835855714601039e-01,6.643098910533857815e-01
-2.602881514947470887e+00,7.677924789592315280e-01
5.929276174959445811e-01,1.007881898628543160e+00
1.028761265107401429e-01,-4.658622898688268843e-01
-1.122378852488417900e-01,9.086499758823368689e-01
-2.538711934412082316e-01,5.323003800087178217e-01
4.943340769496498144e-01,1.049005146741431416e+00
5.574089620367542741e-01,1.615391731540599457e-03
7.033651623725808433e-01,-6.042189335541076067e-02
-2.152478846092957809e-01,-2.344938358887972141e-01
1.342223736882933505e+00,1.608699682697190825e-01
-4.270647294168098407e-01,-3.079970600416945259e-01
-9.901214541042511197e-01,1.867375633871154184e-01
-2.929880769460728174e-01,-1.707694970752242636e+00
1.306250652842266602e+00,1.401240286806002100e+00
-1.800989829588917512e+00,3.014977870699435680e-01
-1.704285028853815831e-01,1.192959014406623997e+00
-7.775179000439548238e-01,8.700676866770113982e-01
1.205874609744846060e+00,-9.877692604875715210e-01
2.434650030578308755e+00,2.237433190566617824e-01
7.883602259601171225e-01,-2.053982380586427237e+00
1.186886971806280444e+00,4.332266639048577561e-01
1.902292445413213962e-01,3.685411691438905124e-01
2.199709858305740617e-01,-7.528804220490113996e-01
-5.657838639905609091e-01,-2.084936833822962576e+00
-1.910672310346043234e-01,5.991852899382839048e-01
-4.301236493718662568e-01,1.174187917101512380e+00
-1.289957351711003231e+00,1.082718389755462418e+00
8.496115247478704946e-01,-4.564384213954356673e-01
-5.958623537981100338e-01,-3.235307530983064228e-01
-2.340144205104528752e-01,-8.120376478190470537e-02
-6.149334475121275290e-01,-5.865104304406629776e-01
9.339354646886750544e-01,2.926632630197541829e+00
1.282886685771751911e-01,-2.689835061742644751e-01
-1.329474730082386147e+00,-1.688486765928588762e-01
-7.292608079917536346e-01,-7.645128560823313268e-01
1.796629364097311221e+00,5.790483128414425362e-01
-5.970035563024990166e-01,-8.883723802357360588e-01
-6.785017724802001882e-02,9.440227807916911074e-01
1.268656922383956331e+00,-7.394760739324862664e-02
2.079934638357782806e+00,8.969509365023723424e-01
7.586933221969796026e-01,-4.228524589463530381e-01
-5.116365072276572723e-02,-4.663598598721798161e-01
-6.268879606073152200e-01,-3.453666977618995437e-01
-9.712654856547965343e-01,5.118680300667149963e-01
-7.789546497263492020e-01,1.794019310039552284e+00
-2.255852913217753830e+00,-2.765577980761867449e-01
-2.109322457702742071e+00,-2.197298635052116200e+00
-2.953938191229326105e+00,-4.730583146645372244e-02
-2.005677516949659900e+00,3.357329565931974624e-01
-1.012743726848678749e+00,-1.279642882427327322e-01
5.331718570985869432e-01,-1.627745601343689286e+00
-3.491140266156824712e-01,-9.181131773780817351e-01
8.121633994025101444e-01,1.866328756670037059e+00
1.119394310571837137e+00,-1.415127257739839106e-01
8.493542282036541380e-01,1.614654300825438593e+00
4.796031143459305590e-01,6.222076779700485005e-01
1.698590471939381397e+00,-1.667401959093724573e+00
-9.950483840118827805e-01,6.986168826533984966e-01
1.371751456433887295e+00,8.005902661509714524e-02
5.566348642589520335e-01,6.179735912414504595e-01
-1.100247298452256134e-01,-1.622060941871165785e+00
-1.076298485182711540e+00,1.148779767844339661e+00
-6.752286628064668728e-01,-9.705897723862455528e-01
1.836098682026774620e+00,6.206714348560103955e-01
-2.868304115632947515e-01,-6.875804091229842374e-01
-5.361641139117576671e-01,5.693023320311171309e-01
6.679046172077224286e-02,3.744979267175050364e-01
1.472877334810669181e+00,3.535137246295961821e-01
-1.224570634493229893e+00,1.625593350007724092e-01
-1.164934773184560929e-01,-3.228790636180185469e-01
-6.866185765308980837e-01,-1.830693032992987690e-01
-4.983094283353075443e-02,-1.410986467241467812e+00
-5.982674933658369554e-01,-1.885414651582832724e+00
-1.417149332177680021e+00,2.038310486987130604e-02
4.509614102145493297e-01,-2.712306735400887847e-01
-6.413574139038746846e-01,-1.824931290029592201e+00
9.555747611211807824e-01,-1.067917407572960276e+00
1.954713675814884477e-01,-7.348795981527641574e-01
-5.969930683968766028e-01,6.521480465847977193e-02
9.395579285438929729e-01,1.125109700985975625e+00
-1.770077474465556300e+00,-8.891839969019563750e-01
1.426628869976488190e+00,-3.997540748514564757e-01
-3.980162100358179966e-01,-1.979707075674121075e+00
6.613487243719359254e-01,-5.554952005036641882e-01
-1.541494624068918684e-01,4.863114236374235233e-01
1.477364148715519576e+00,-1.767664778773354373e+00
-1.129586395451168901e+00,1.319195915059083068e+00
-3.909777349889111409e-01,3.859085453338903515e-02
-3.872479234087891631e-01,1.226018379132968600e-01
-7.776185617250347404e-01,-6.243632186613827795e-01
-7.391574654271247935e-01,4.638438466637512247e-01
-1.389807179227354306e+00,-1.323958009310748585e+00
-2.433642748264083500e-01,1.810884158704164193e+00
-1.072655455166830335e-01,-1.231621926899332253e+00
6.486288857587353407e-01,-8.608155352129098770e-01
4.544469442180844032e-01,-6.748740331635812162e-02
1.345229267553605945e+00,8.135307200308031783e-01
-8.309582874237755323e-01,1.559776022361699876e+00
-1.984753118288991036e+00,-3.370421187752558279e+00
1.582229439427808651e-02,6.835863714538757963e-01
-6.383069564971687038e-02,-2.115975384567225781e+00
-8.910040199968283225e-01,-1.927449780014598657e+00
-2.168135021880995161e+00,-8.237395599055321593e-01
